3	20200801	未知	30.000	339	6111	693863.000
3	20200801	未知	31.000	298	5568	655090.000
3	20200801	未知	32.000	297	5178	576604.000
3	20200801	未知	33.000	294	5292	603723.000
3	20200801	未知	34.000	310	5391	624898.000
3	20200801	未知	35.000	308	5634	624927.000
3	20200801	未知	36.000	301	5314	602156.000
3	20200801	未知	37.000	308	5780	645614.000
3	20200801	未知	38.000	313	5813	606423.000
3	20200801	未知	39.000	317	5824	630175.000
3	20200801	未知	40.000	311	5713	641338.000
3	20200801	未知	41.000	304	5160	576207.000
3	20200801	未知	42.000	260	4612	529776.000
3	20200801	未知	43.000	332	5917	664439.000
3	20200801	未知	44.000	316	5790	639647.000
3	20200801	未知	45.000	302	5564	604795.000
3	20200801	未知	46.000	269	4947	539034.000
3	20200801	未知	47.000	286	5057	540667.000
3	20200801	未知	48.000	314	5870	654024.000
3	20200801	未知	49.000	276	4635	500607.000
3	20200801	未知	50.000	269	5016	584725.000
3	20200801	未知	51.000	297	5489	605874.000
3	20200801	未知	52.000	312	5866	640726.000
3	20200801	未知	53.000	278	4974	517605.000
3	20200801	未知	54.000	280	5119	579116.000
3	20200801	未知	55.000	273	4936	548527.000
3	20200801	未知	56.000	294	5530	651672.000
3	20200801	未知	57.000	292	5175	604337.000
3	20200801	未知	58.000	296	4889	548098.000
3	20200801	未知	59.000	278	5272	591974.000
3	20200801	未知	60.000	305	5573	611669.000
3	20200801	未知	61.000	314	5502	602963.000
3	20200801	未知	62.000	324	5680	627015.000
3	20200801	未知	63.000	283	5212	591154.000
3	20200801	未知	64.000	293	5141	571710.000
3	20200801	未知	65.000	287	5407	606441.000
3	20200801	未知	66.000	283	5014	572003.000
3	20200801	未知	67.000	313	5497	597643.000
3	20200801	未知	68.000	296	5431	604724.000
3	20200801	未知	69.000	289	4837	568826.000
3	20200801	未知	70.000	322	6149	710404.000
3	20200801	未知	71.000	310	5110	567795.000
3	20200801	未知	72.000	299	5302	578741.000
3	20200801	未知	73.000	289	5100	564186.000
3	20200801	未知	74.000	272	4298	479841.000
3	20200801	未知	75.000	326	5598	644461.000
3	20200801	未知	76.000	316	5616	655448.000
3	20200801	未知	77.000	295	5045	558502.000
3	20200801	未知	78.000	293	5075	554888.000
3	20200801	未知	79.000	280	5113	586605.000
3	20200801	未知	80.000	279	5041	563877.000
3	20200801	未知	81.000	293	5132	537594.000
3	20200801	未知	82.000	267	4686	522261.000
3	20200801	未知	83.000	275	4938	549520.000
3	20200801	未知	84.000	286	5045	548250.000
3	20200801	未知	85.000	291	5033	585398.000
3	20200801	未知	86.000	290	5388	587707.000
3	20200801	未知	87.000	298	5109	574344.000
3	20200801	未知	88.000	258	4743	521177.000
3	20200801	未知	89.000	330	6212	692603.000
3	20200801	未知	90.000	305	5359	580027.000
3	20200801	未知	91.000	310	5739	646915.000
3	20200801	未知	92.000	282	5174	585772.000
3	20200801	未知	93.000	312	5795	674470.000
3	20200801	未知	94.000	277	5018	549125.000
3	20200801	未知	95.000	286	5207	588974.000
3	20200801	未知	96.000	296	5104	576464.000
3	20200801	未知	97.000	299	5563	605285.000
3	20200801	未知	98.000	298	5484	586962.000
3	20200801	未知	99.000	282	4895	525491.000
3	20200801	未知	100.000	272	4768	497764.000
3	20200801	未知	101.000	295	5189	548937.000
3	20200801	未知	102.000	299	5505	616414.000
3	20200801	未知	103.000	315	5794	681658.000
3	20200801	未知	104.000	322	6164	685923.000
3	20200801	未知	105.000	300	5278	583700.000
3	20200801	未知	106.000	280	5053	552425.000
3	20200801	未知	107.000	275	5017	548647.000
3	20200801	未知	108.000	303	5349	616377.000
3	20200801	未知	109.000	272	4934	518187.000
3	20200801	未知	110.000	255	4861	531473.000
3	20200801	未知	111.000	286	5062	572737.000
3	20200801	未知	112.000	310	5924	646236.000
3	20200801	未知	113.000	265	4862	552318.000
3	20200801	未知	114.000	269	4722	508108.000
3	20200801	未知	115.000	294	5312	595084.000
3	20200801	未知	116.000	329	5875	648191.000
3	20200801	未知	117.000	332	5911	648055.000
3	20200801	未知	118.000	303	5405	583749.000
3	20200801	未知	119.000	292	5303	619476.000
3	20200801	未知	120.000	287	5003	554047.000
3	20200801	未知	121.000	286	5357	606167.000
3	20200801	未知	122.000	324	5648	638156.000
3	20200801	未知	123.000	274	4911	528080.000
3	20200801	未知	124.000	298	5190	573609.000
3	20200801	未知	125.000	299	5191	585780.000
3	20200801	未知	126.000	261	4675	530936.000
3	20200801	未知	127.000	276	4957	576202.000
3	20200801	未知	128.000	294	5513	610812.000
3	20200801	未知	129.000	298	5209	603232.000
3	20200801	未知	130.000	303	5584	625278.000
3	20200801	未知	131.000	305	5537	627240.000
3	20200801	未知	132.000	298	5336	611076.000
3	20200801	未知	133.000	310	5641	630281.000
3	20200801	未知	134.000	287	5020	583496.000
3	20200801	未知	135.000	292	5250	595539.000
3	20200801	未知	136.000	303	5652	655874.000
3	20200801	未知	137.000	311	5577	618684.000
3	20200801	未知	138.000	300	5497	627930.000
3	20200801	未知	139.000	286	5021	561634.000
3	20200801	未知	140.000	277	5360	595532.000
3	20200801	未知	141.000	290	5363	575539.000
3	20200801	未知	142.000	297	5068	569333.000
3	20200801	未知	143.000	276	5293	576592.000
3	20200801	未知	144.000	304	5396	590839.000
3	20200801	未知	145.000	293	5073	590363.000
3	20200801	未知	146.000	310	5629	607244.000
3	20200801	未知	147.000	282	5002	561162.000
3	20200801	未知	148.000	297	5379	627851.000
3	20200801	未知	149.000	283	5084	583446.000
