20200801	女装	Android 6.0.1	644322	681215	270	980
20200801	女装	Android 8.0	1755105	2066769	270	981
20200801	女装	iOS 10.3.3	444770	461170	270	979
20200801	女装	iOS 11.4	853494	920099	270	981
20200801	女鞋	Android 6.0.1	655703	695437	270	980
20200801	女鞋	Android 8.0	1763573	2076112	270	981
20200801	女鞋	iOS 10.3.3	438925	454017	270	975
20200801	女鞋	iOS 11.4	849336	914949	270	981
20200801	家电	Android 6.0.1	658220	698336	270	981
20200801	家电	Android 8.0	1726779	2020509	270	981
20200801	家电	iOS 10.3.3	454844	472922	270	977
20200801	家电	iOS 11.4	851396	913398	270	980
20200801	生鲜	Android 6.0.1	651417	686749	270	981
20200801	生鲜	Android 8.0	1760219	2068382	270	981
20200801	生鲜	iOS 10.3.3	449474	466958	270	977
20200801	生鲜	iOS 11.4	852958	920679	270	981
20200801	男装	Android 6.0.1	652651	691008	270	981
20200801	男装	Android 8.0	1758110	2064552	270	981
20200801	男装	iOS 10.3.3	442094	461424	270	976
20200801	男装	iOS 11.4	859090	925178	270	981
20200802	女装	Android 6.0.1	603513	636981	270	979
20200802	女装	Android 8.0	1621804	1904453	270	981
20200802	女装	iOS 10.3.3	415932	431633	270	972
20200802	女装	iOS 11.4	790584	851284	270	981
20200802	女鞋	Android 6.0.1	619658	655067	270	979
20200802	女鞋	Android 8.0	1615515	1896405	270	981
20200802	女鞋	iOS 10.3.3	402355	417668	270	971
20200802	女鞋	iOS 11.4	788883	847122	270	981
20200802	家电	Android 6.0.1	599564	632726	270	980
20200802	家电	Android 8.0	1648195	1939338	270	981
20200802	家电	iOS 10.3.3	409003	423782	270	969
20200802	家电	iOS 11.4	798734	859281	270	981
20200802	生鲜	Android 6.0.1	594684	629182	270	981
20200802	生鲜	Android 8.0	1628654	1913064	270	981
20200802	生鲜	iOS 10.3.3	419100	433395	270	979
20200802	生鲜	iOS 11.4	799037	859736	270	981
20200802	男装	Android 6.0.1	600009	634123	270	981
20200802	男装	Android 8.0	1642968	1938161	270	981
20200802	男装	iOS 10.3.3	404136	420837	270	974
20200802	男装	iOS 11.4	794425	855650	270	981
20200803	女装	Android 6.0.1	699530	739489	270	981
20200803	女装	Android 8.0	1895134	2230581	270	981
20200803	女装	iOS 10.3.3	466274	482572	270	976
20200803	女装	iOS 11.4	929929	1001858	270	981
20200803	女鞋	Android 6.0.1	697306	739640	270	981
20200803	女鞋	Android 8.0	1881290	2200035	270	981
20200803	女鞋	iOS 10.3.3	456658	474959	270	977
20200803	女鞋	iOS 11.4	907522	979110	270	981
20200803	家电	Android 6.0.1	700360	740346	270	980
20200803	家电	Android 8.0	1873981	2197203	270	981
20200803	家电	iOS 10.3.3	474286	495035	270	978
20200803	家电	iOS 11.4	899112	964366	270	981
20200803	生鲜	Android 6.0.1	682807	721709	270	981
20200803	生鲜	Android 8.0	1885738	2223792	270	981
20200803	生鲜	iOS 10.3.3	473290	491467	270	978
20200803	生鲜	iOS 11.4	901069	970775	270	981
20200803	男装	Android 6.0.1	700624	739537	270	981
20200803	男装	Android 8.0	1876177	2223212	270	981
20200803	男装	iOS 10.3.3	472934	488644	270	978
20200803	男装	iOS 11.4	898812	966806	270	981
20200804	女装	Android 6.0.1	757572	802500	270	981
20200804	女装	Android 8.0	2030204	2377152	270	981
20200804	女装	iOS 10.3.3	506587	528733	270	980
20200804	女装	iOS 11.4	987711	1064289	270	981
20200804	女鞋	Android 6.0.1	773085	815011	270	981
20200804	女鞋	Android 8.0	2033903	2385273	270	981
20200804	女鞋	iOS 10.3.3	512138	529387	270	979
20200804	女鞋	iOS 11.4	977352	1049511	270	981
20200804	家电	Android 6.0.1	755056	798152	270	981
20200804	家电	Android 8.0	2012756	2370378	270	981
20200804	家电	iOS 10.3.3	526388	546539	270	979
20200804	家电	iOS 11.4	989032	1065599	270	981
20200804	生鲜	Android 6.0.1	737066	779146	270	981
20200804	生鲜	Android 8.0	2034313	2387642	270	981
20200804	生鲜	iOS 10.3.3	511569	532292	270	980
20200804	生鲜	iOS 11.4	979286	1052899	270	981
20200804	男装	Android 6.0.1	755386	799288	270	981
20200804	男装	Android 8.0	2035146	2398946	270	981
20200804	男装	iOS 10.3.3	519613	537160	270	978
20200804	男装	iOS 11.4	981775	1056273	270	981
20200805	女装	Android 6.0.1	808045	854101	270	981
20200805	女装	Android 8.0	2191865	2572006	270	981
20200805	女装	iOS 10.3.3	548488	570600	270	980
20200805	女装	iOS 11.4	1057742	1135247	270	981
20200805	女鞋	Android 6.0.1	797082	841910	270	981
20200805	女鞋	Android 8.0	2177665	2562464	270	981
20200805	女鞋	iOS 10.3.3	549472	569759	270	980
20200805	女鞋	iOS 11.4	1073835	1156933	270	981
20200805	家电	Android 6.0.1	816441	865615	270	980
20200805	家电	Android 8.0	2171277	2550883	270	981
20200805	家电	iOS 10.3.3	541825	563051	270	979
20200805	家电	iOS 11.4	1054528	1136087	270	981
20200805	生鲜	Android 6.0.1	801856	847811	270	981
20200805	生鲜	Android 8.0	2176414	2557038	270	981
20200805	生鲜	iOS 10.3.3	545350	564156	270	978
20200805	生鲜	iOS 11.4	1062513	1144897	270	981
20200805	男装	Android 6.0.1	802196	848406	270	981
20200805	男装	Android 8.0	2177598	2562779	270	981
20200805	男装	iOS 10.3.3	552105	574144	270	980
20200805	男装	iOS 11.4	1062446	1142990	270	981
20200806	女装	Android 6.0.1	725432	769752	270	981
20200806	女装	Android 8.0	1941242	2289734	270	981
20200806	女装	iOS 10.3.3	500385	521140	270	981
20200806	女装	iOS 11.4	926359	993499	270	981
20200806	女鞋	Android 6.0.1	718796	760909	270	981
20200806	女鞋	Android 8.0	1940653	2274726	270	981
20200806	女鞋	iOS 10.3.3	481618	500847	270	978
20200806	女鞋	iOS 11.4	950609	1024559	270	981
20200806	家电	Android 6.0.1	707413	747666	270	981
20200806	家电	Android 8.0	1918072	2258454	270	981
20200806	家电	iOS 10.3.3	482475	500662	270	980
20200806	家电	iOS 11.4	942548	1015629	270	981
20200806	生鲜	Android 6.0.1	710213	749189	270	980
20200806	生鲜	Android 8.0	1937787	2272034	270	981
20200806	生鲜	iOS 10.3.3	492334	509804	270	981
20200806	生鲜	iOS 11.4	938462	1009588	270	981
20200806	男装	Android 6.0.1	728201	772577	270	981
20200806	男装	Android 8.0	1936574	2272257	270	981
20200806	男装	iOS 10.3.3	480369	497259	270	975
20200806	男装	iOS 11.4	944036	1018213	270	981
20200807	女装	Android 6.0.1	677899	713577	270	981
20200807	女装	Android 8.0	1830471	2159877	270	981
20200807	女装	iOS 10.3.3	450652	467451	270	977
20200807	女装	iOS 11.4	895337	965709	270	981
20200807	女鞋	Android 6.0.1	680239	719182	270	980
20200807	女鞋	Android 8.0	1803807	2117508	270	981
20200807	女鞋	iOS 10.3.3	455676	473024	270	978
20200807	女鞋	iOS 11.4	890859	958743	270	981
20200807	家电	Android 6.0.1	679468	716311	270	981
20200807	家电	Android 8.0	1813554	2133209	270	981
20200807	家电	iOS 10.3.3	466309	484830	270	972
20200807	家电	iOS 11.4	882543	945524	270	981
20200807	生鲜	Android 6.0.1	688458	725042	270	978
20200807	生鲜	Android 8.0	1824204	2150401	270	981
20200807	生鲜	iOS 10.3.3	463595	480215	270	979
20200807	生鲜	iOS 11.4	885187	951926	270	981
20200807	男装	Android 6.0.1	673319	712762	270	981
20200807	男装	Android 8.0	1826179	2148841	270	981
20200807	男装	iOS 10.3.3	464994	481456	270	978
20200807	男装	iOS 11.4	871732	936156	270	981
